Age,Attrition,DistanceFromHome,Education,EmployeeID,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,AverageHoursPerDay,IrregularDays
30,0,4,5,244,3,57720,1.0,17,0,1.0,3,1,0,0,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,3,3,3.0,3.0,3.0,7.309830051570557,24
53,0,24,3,245,3,22690,7.0,11,1,18.0,2,14,8,10,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,2,3,4.0,1.0,4.0,7.1137529550827425,26
34,0,1,5,246,1,53810,1.0,12,0,10.0,0,10,8,8,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,3,3,2.0,4.0,2.0,7.438477452347746,22
45,1,19,4,247,3,34410,2.0,13,1,5.0,5,1,0,0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,3,3,1.0,1.0,3.0,7.57411306042885,33
26,0,7,2,248,1,54540,1.0,13,1,3.0,5,3,0,2,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,4,3,3.0,4.0,3.0,9.963191029143898,17
37,0,4,3,249,1,98840,1.0,14,0,10.0,3,10,7,8,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,2,3,3.0,3.0,3.0,6.214981325863679,23
29,0,2,3,250,1,41570,1.0,17,3,6.0,2,6,1,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,3,2.0,3.0,2.0,6.810724121557455,27
35,0,10,5,251,4,134580,1.0,11,0,17.0,3,17,11,8,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,3,3,2.0,4.0,3.0,6.655866150961088,24
33,0,8,3,252,2,90690,3.0,25,1,15.0,3,13,4,7,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,3,4,3.0,4.0,1.0,7.514910468319559,19
54,0,5,2,253,2,40140,2.0,19,1,16.0,4,9,7,1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2,3,3.0,2.0,4.0,6.40839790448343,33
36,0,8,3,254,2,59150,2.0,13,1,13.0,3,3,0,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2,3,2.0,2.0,3.0,10.702960618846696,24
27,0,9,3,255,5,59930,0.0,14,1,5.0,3,4,1,1,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,1,3,1.0,4.0,3.0,7.003219806763286,31
20,1,1,3,256,5,61620,1.0,12,3,1.0,2,1,1,1,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,2,3,4.0,3.0,3.0,8.629089635854344,23
33,1,15,4,257,1,24060,1.0,11,0,10.0,3,10,9,7,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,3,3,1.0,1.0,3.0,10.40263888888889,15
35,0,2,1,258,1,187400,1.0,19,1,1.0,2,1,0,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,4,3,3.0,3.0,3.0,6.731132756132755,30
23,0,2,3,259,1,76370,2.0,11,1,5.0,3,3,0,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,3,1.0,1.0,4.0,7.0899406457739795,27
25,0,11,3,260,2,100960,0.0,11,1,4.0,3,3,1,2,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,3,3,4.0,2.0,3.0,7.680787229137851,20
38,0,16,3,261,5,147560,0.0,20,1,8.0,3,7,0,5,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,2,4,4.0,4.0,3.0,6.798771808999081,19
29,0,2,4,262,4,64990,1.0,18,3,10.0,3,10,2,8,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2,3,2.0,4.0,3.0,7.80546943231441,32
48,0,16,3,263,1,97240,3.0,13,0,12.0,2,2,2,2,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,4,3,2.0,2.0,3.0,7.0984033816425125,31
27,0,4,3,264,5,21940,1.0,12,0,6.0,5,6,0,4,True,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,3,3,4.0,4.0,3.0,8.88621676163343,27
37,0,16,3,265,3,33880,3.0,11,0,4.0,2,1,0,0,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,4,3,4.0,4.0,3.0,7.604899320718098,32
50,0,5,3,266,1,54730,1.0,19,1,20.0,2,20,3,8,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,4,3,4.0,3.0,3.0,9.119233288166216,15
34,0,18,1,267,1,27030,1.0,21,1,9.0,2,8,7,7,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,3,4,4.0,2.0,4.0,6.820739942528735,29
24,1,17,2,268,1,25010,9.0,12,0,4.0,3,2,2,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,3,1.0,3.0,3.0,7.5126982480405715,20
39,0,12,5,269,1,62200,1.0,14,2,20.0,2,20,11,10,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,3,3,4.0,3.0,3.0,6.712491654744873,28
32,0,2,3,270,5,30380,1.0,11,0,10.0,5,10,0,8,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,1,3,4.0,4.0,2.0,7.8991654795821455,27
50,1,4,2,271,4,44240,3.0,14,1,18.0,2,4,1,3,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,2,3,2.0,3.0,3.0,8.205001129177957,15
38,0,9,4,272,1,43120,0.0,12,1,10.0,2,9,1,8,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,2,3,2.0,4.0,2.0,7.165214592274678,28
27,0,10,3,273,5,132450,1.0,23,1,9.0,3,9,0,7,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,2,4,3.0,1.0,3.0,6.510595238095237,30
47,0,2,3,275,5,50210,2.0,17,0,20.0,3,7,1,7,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,3,3,4.0,1.0,3.0,6.717376142376143,30
40,0,3,4,276,3,51260,5.0,18,0,20.0,2,18,1,12,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,3,3,4.0,1.0,3.0,8.616050275482094,19
53,0,7,1,277,2,28590,3.0,18,1,32.0,2,5,1,3,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,3,3,3.0,3.0,3.0,6.7559891304347826,31
41,0,6,3,278,1,102390,3.0,24,3,23.0,3,21,12,6,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,3,4,2.0,4.0,2.0,7.7105482134116485,34
60,0,8,2,279,5,53290,8.0,20,0,10.0,3,2,2,2,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,4,4,1.0,1.0,3.0,6.608694327238632,24
27,0,29,1,280,2,43250,1.0,14,0,9.0,2,9,1,7,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,2,3,4.0,1.0,2.0,7.345515705578996,24
41,0,3,3,281,1,72600,1.0,16,0,22.0,2,22,2,10,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,3,3,4.0,3.0,3.0,6.168100858369098,28
50,0,9,3,282,2,23220,7.0,25,1,4.0,0,2,2,2,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,4,4,4.0,2.0,3.0,7.386711943220754,34
28,1,2,4,283,3,20750,7.0,18,3,10.0,0,7,3,7,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,2,3,1.0,2.0,3.0,8.098430373605044,32
36,0,10,4,284,2,41520,9.0,19,1,10.0,3,8,0,5,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,3,3,1.0,1.0,3.0,6.020169234360411,23
38,0,1,3,285,3,96190,4.0,13,1,10.0,2,1,0,0,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,3,3,3.0,3.0,4.0,9.813845220766616,32
44,0,8,2,286,1,135030,2.0,12,0,9.0,6,5,1,4,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,2,3,1.0,3.0,3.0,6.108189257722452,20
47,0,27,3,287,1,54410,9.0,22,1,28.0,6,22,11,13,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2,4,4.0,3.0,2.0,8.305402717127608,32
30,0,8,3,288,2,52090,7.0,14,1,10.0,3,8,7,7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,3,3,3.0,4.0,2.0,7.521103958035288,28
29,0,1,2,289,1,106730,1.0,13,3,1.0,2,1,0,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,3,3,3.0,3.0,3.0,6.406720393232738,18
42,1,10,1,290,1,50100,6.0,21,3,7.0,3,2,2,2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,4,3.0,3.0,3.0,10.00545560204556,22
43,0,26,1,291,1,135490,3.0,11,2,7.0,3,2,2,2,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,3,3,4.0,4.0,3.0,7.097786016949152,25
34,0,2,5,292,2,49990,3.0,12,2,10.0,2,5,4,3,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,4,3,2.0,3.0,3.0,6.407837219935986,18
23,0,13,3,293,5,42210,1.0,11,1,5.0,4,4,0,2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,3,3,2.0,1.0,4.0,7.803427128427129,30
39,0,2,4,294,4,138720,9.0,12,3,12.0,3,8,3,6,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,3,3.0,2.0,1.0,6.29586214845551,20
56,0,2,4,295,1,20420,7.0,12,0,30.0,6,10,1,1,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,3,3,3.0,4.0,2.0,7.136065808297568,28
40,0,9,3,296,2,20730,0.0,14,0,5.0,3,4,2,3,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,3,3,4.0,4.0,2.0,8.798176638176638,27
27,0,10,3,297,1,29560,8.0,13,0,9.0,6,7,0,7,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,3,3,4.0,1.0,1.0,7.500663706739527,17
29,0,20,3,298,2,29260,1.0,15,1,2.0,3,2,2,2,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2,3,4.0,2.0,3.0,7.083401261523533,32
53,0,9,3,299,3,48090,2.0,18,0,19.0,2,2,2,2,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,3,3,4.0,4.0,3.0,6.276725403817916,34
35,0,5,1,300,1,51630,2.0,18,2,16.0,4,1,0,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,3,3,4.0,1.0,4.0,7.098347763347763,30
38,0,10,3,302,4,181720,6.0,12,2,6.0,5,1,0,1,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,3,3,4.0,3.0,1.0,10.90283052039381,24
34,0,20,3,303,3,57440,3.0,19,1,7.0,4,0,0,0,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,2,3,2.0,1.0,3.0,6.1924824929971996,23
52,0,21,5,304,3,28890,1.0,11,1,34.0,2,34,1,16,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,3,3,3.0,1.0,4.0,5.994694444444445,31
33,1,1,2,305,3,28710,1.0,17,3,10.0,2,10,7,8,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,3,3,4.0,4.0,2.0,10.050054855275443,23
25,0,8,3,306,2,74840,1.0,15,0,6.0,3,6,1,4,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,3,3,3.0,4.0,2.0,7.678097461685824,29
45,0,2,3,307,3,60740,0.0,14,0,9.0,2,8,3,1,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,3,2.0,3.0,3.0,5.978927895981087,26
23,0,23,1,308,2,173280,1.0,17,1,2.0,2,2,0,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,3,1.0,3.0,3.0,7.978443486590038,29
34,0,12,3,310,1,45050,1.0,12,0,6.0,3,6,1,4,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,3,3,4.0,4.0,3.0,7.78325819672131,17
55,1,7,3,311,4,74280,5.0,12,0,24.0,2,5,1,4,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,3,3,4.0,1.0,3.0,7.9786750348675035,22
36,0,7,2,312,5,116310,1.0,18,1,10.0,2,10,0,9,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,1,3,1.0,1.0,3.0,7.403508141762453,29
52,0,1,4,313,5,97380,0.0,18,2,5.0,2,4,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,3,3,4.0,4.0,3.0,7.212850091827365,19
29,0,10,2,315,3,169590,4.0,14,3,11.0,5,8,1,1,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,3,3,2.0,3.0,2.0,6.293542824074075,21
26,1,15,2,316,2,26130,6.0,19,1,6.0,2,4,1,2,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,3,3,4.0,1.0,2.0,6.192324879227053,31
34,0,14,4,317,2,61460,2.0,12,0,10.0,3,4,1,3,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,3,3,2.0,4.0,3.0,6.202630172013017,22
54,0,18,4,318,2,49630,9.0,15,1,9.0,2,5,1,4,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,3,3,4.0,1.0,3.0,8.909899817850638,17
27,0,13,2,319,4,195370,0.0,12,0,5.0,5,4,1,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,3,3,3.0,4.0,3.0,6.809992997198879,23
37,0,2,4,320,2,61720,0.0,11,0,6.0,1,5,4,3,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,3,3,4.0,1.0,2.0,9.455226337448561,18
38,0,2,4,321,2,23680,6.0,11,1,17.0,3,15,4,12,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,3,3,1.0,1.0,3.0,10.81049701561065,19
34,0,2,3,322,1,103120,1.0,12,0,6.0,2,6,1,3,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,3,3,3.0,1.0,3.0,6.92431697931698,30
35,0,5,4,323,3,16750,1.0,16,0,3.0,6,3,0,2,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,2,3,1.0,4.0,2.0,7.79930669398907,17
30,0,20,3,324,1,25230,3.0,13,1,7.0,2,2,0,2,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,3,3,4.0,3.0,3.0,7.168747563352826,33
40,0,10,4,325,2,65670,1.0,13,1,8.0,3,8,3,7,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,4,3,3.0,2.0,3.0,6.453228166438043,18
34,0,10,3,326,3,47390,5.0,24,2,6.0,2,3,1,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,4,3.0,1.0,3.0,7.936015283842794,32
42,0,9,4,327,1,92080,1.0,15,1,24.0,2,24,14,9,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,4,3,2.0,4.0,2.0,7.822759412304867,19
23,1,2,3,328,4,45590,1.0,18,1,1.0,2,0,0,0,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,2,3,3.0,1.0,3.0,7.975096108766995,24
24,0,1,5,329,1,81890,1.0,14,1,1.0,3,1,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,3,3.0,2.0,3.0,6.815337713231904,20
52,0,29,3,330,2,29420,8.0,11,1,9.0,1,5,1,4,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,2,3,4.0,3.0,3.0,6.073565400843882,24
50,0,8,4,331,2,49410,5.0,11,1,30.0,3,4,0,3,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,1,3,3.0,3.0,3.0,6.410002354048964,25
29,1,2,4,332,4,106500,1.0,13,2,1.0,2,1,0,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,4,3,2.0,1.0,3.0,10.695543234767024,13
33,0,3,4,333,4,59020,0.0,12,1,14.0,2,13,3,7,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,3,3,3.0,3.0,4.0,6.985387275242046,20
33,1,23,5,334,1,86390,5.0,16,2,6.0,3,3,0,2,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,2,3,1.0,1.0,3.0,7.986834251606979,19
47,0,6,4,335,2,63470,1.0,14,0,26.0,2,26,3,0,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,4,3,3.0,4.0,2.0,9.466814892623717,23
36,0,6,3,336,2,42000,0.0,22,0,10.0,3,9,0,5,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,3,4,3.0,2.0,3.0,7.715425194931774,33
29,0,10,3,337,1,34520,1.0,11,0,10.0,3,10,0,7,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,2,3,3.0,3.0,3.0,7.72597758702909,28
58,1,24,3,338,2,43170,7.0,17,0,40.0,2,31,13,8,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,3,3,4.0,2.0,3.0,8.896329022988505,29
35,0,10,4,339,1,26320,3.0,13,3,7.0,3,2,2,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,4,3,4.0,3.0,3.0,7.781327941865917,24
42,0,15,1,340,2,46680,9.0,18,2,8.0,2,4,0,2,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,3,3,4.0,4.0,3.0,10.472171934865898,29
28,1,19,4,341,2,32040,6.0,16,1,5.0,4,2,2,1,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,2,3,3.0,3.0,2.0,6.202743961352657,31
36,0,2,3,342,2,27200,4.0,14,1,8.0,3,5,0,4,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,3,3.0,2.0,3.0,6.620693226120858,33
32,0,3,1,343,2,171810,1.0,14,0,14.0,2,14,6,8,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,2,3,3.0,3.0,3.0,7.992996632996634,30
30,0,7,3,345,2,14830,5.0,13,0,12.0,3,0,0,0,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,3,3,3.0,4.0,2.0,9.377876417233558,16
45,0,10,4,346,1,56050,1.0,12,2,1.0,2,1,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,3,3,2.0,3.0,3.0,6.619438431938432,30
42,0,20,2,347,2,72950,1.0,15,0,10.0,3,9,7,8,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,3,3,2.0,2.0,2.0,7.5818644261545485,18
38,0,4,3,348,2,23060,2.0,19,1,13.0,5,4,1,2,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,3,3,1.0,1.0,2.0,7.59510101010101,19
34,0,7,4,349,3,23480,1.0,14,1,6.0,3,5,1,3,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,3,3,3.0,4.0,3.0,6.873507092198581,26
49,1,7,2,350,2,89980,1.0,14,2,9.0,2,9,7,7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,3,3.0,4.0,4.0,6.287247474747474,30
55,1,16,3,351,4,43190,4.0,11,0,12.0,3,9,7,3,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,4,3,3.0,4.0,2.0,6.376486354775829,33
43,0,25,2,352,2,61320,6.0,13,0,22.0,3,4,1,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,2,3,2.0,1.0,3.0,7.334411976911977,30
27,0,2,4,353,2,33460,1.0,21,1,9.0,2,9,0,8,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,2,4,3.0,4.0,3.0,10.494040835707503,27
35,0,1,3,354,1,108550,3.0,13,1,17.0,2,8,1,6,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,3,3,3.0,3.0,4.0,6.994789915966386,23
28,0,1,2,355,1,22310,1.0,12,0,8.0,3,8,7,5,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,2,3,2.0,2.0,3.0,9.909392076502732,17
34,0,2,5,356,4,23230,0.0,17,0,4.0,2,3,0,2,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,3,3,3.0,4.0,1.0,6.892396694214876,19
26,1,22,4,357,1,20240,1.0,23,0,8.0,2,8,1,7,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,3,4,3.0,3.0,3.0,7.998314009661836,31
27,0,1,3,358,1,27130,1.0,11,0,0.0,2,0,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,3,3,4.0,4.0,2.0,7.311344671201814,16
51,0,16,3,359,3,94390,2.0,15,3,29.0,0,20,4,17,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,3,3,1.0,3.0,2.0,6.114925444925444,30
44,0,24,5,360,1,25660,9.0,11,1,10.0,3,5,2,3,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,3,3,4.0,2.0,2.0,6.318081125058113,22
25,0,17,3,361,1,199260,7.0,11,3,6.0,5,4,0,1,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,4,3,1.0,1.0,2.0,6.416490429505136,23
33,0,8,4,362,3,24510,1.0,13,1,9.0,3,9,0,8,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,2,3,1.0,1.0,3.0,6.01962540341171,20
35,0,6,4,363,2,94190,1.0,24,1,6.0,5,6,1,1,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,2,4,3.0,1.0,2.0,6.903253968253968,30
36,0,10,4,364,3,86860,1.0,13,0,18.0,2,18,4,11,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,3,3,2.0,4.0,2.0,9.704113475177305,26
32,0,3,4,365,4,30380,2.0,20,0,8.0,3,5,0,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,3,4,2.0,4.0,2.0,7.789356600189932,27
30,0,4,5,366,5,30580,9.0,14,1,10.0,2,5,0,3,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,3,3,2.0,4.0,2.0,6.412108695652173,31
53,0,6,3,367,4,23250,7.0,18,1,35.0,1,5,0,4,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,4,3,1.0,4.0,3.0,10.391128117913832,16
45,0,1,5,368,2,20880,4.0,15,3,18.0,2,5,0,2,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,3,3,4.0,1.0,3.0,8.524001406469761,24
32,0,10,3,369,1,30720,5.0,12,0,9.0,4,5,1,3,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,3,3.0,3.0,2.0,6.58656795224977,19
52,0,1,1,370,2,50060,3.0,16,1,31.0,2,9,0,0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,3,3,3.0,4.0,3.0,7.5865811965811965,27
37,0,24,2,371,4,42570,4.0,15,0,9.0,2,1,0,0,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,3,4.0,3.0,3.0,6.104338404794835,20
28,0,21,4,372,1,25000,1.0,16,2,6.0,3,5,0,4,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,2.0,4.0,3.0,6.29157244248654,34
22,0,2,2,373,1,11020,6.0,19,0,4.0,3,2,2,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,2,3,4.0,4.0,1.0,6.482304837164751,29
44,0,22,3,374,1,104530,2.0,11,1,10.0,2,3,0,2,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,3,3,1.0,4.0,2.0,10.983654910096817,20
42,0,13,4,375,2,22880,5.0,16,1,8.0,4,2,2,2,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2,3,2.0,4.0,3.0,8.008833333333333,31
36,0,14,3,376,2,39290,0.0,24,0,6.0,6,5,0,3,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,2,4,1.0,1.0,3.0,7.591120293847567,19
25,0,11,3,377,1,23110,1.0,11,1,5.0,2,5,0,3,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3,3,3.0,1.0,3.0,10.40962620027435,18
35,0,9,2,378,1,31400,1.0,13,1,17.0,2,17,5,15,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,3,4.0,3.0,3.0,8.79542212518195,32
35,1,8,2,379,1,36900,1.0,13,1,10.0,2,10,7,8,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4,3,4.0,2.0,2.0,10.000467772967772,30
32,0,21,3,380,1,44500,0.0,13,0,4.0,3,3,0,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,3,3,4.0,4.0,3.0,7.885713245997089,32
25,0,5,3,381,4,27560,1.0,12,2,5.0,2,5,0,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,3,3,3.0,1.0,4.0,7.795277777777779,24
49,0,9,3,382,2,190330,2.0,18,1,7.0,5,4,0,2,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,3,3,3.0,1.0,3.0,7.469465191332411,20
