Age,Attrition,DistanceFromHome,Education,EmployeeID,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance
36,0,9,3,430,2,24360,4.0,13,0,16.0,3,11,3,9,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,3,3.0,3.0,3.0
19,1,15,3,431,2,160640,1.0,15,1,1.0,3,1,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,3,3,4.0,2.0,4.0
20,1,29,3,432,3,27070,1.0,11,0,1.0,2,1,0,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,3,3,1.0,1.0,3.0
31,0,1,4,433,4,190680,0.0,12,0,10.0,1,9,8,5,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,3,3,4.0,4.0,1.0
40,0,1,3,434,1,39310,8.0,19,0,3.0,2,1,0,0,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2,3,4.0,2.0,3.0
32,0,24,3,435,4,37300,1.0,25,1,8.0,4,8,6,3,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,3,4,3.0,1.0,4.0
36,1,10,3,436,3,22320,1.0,12,1,16.0,2,16,3,7,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,3,3,3.0,4.0,3.0
33,0,1,4,437,4,44650,0.0,13,0,6.0,3,5,1,4,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,3,3,2.0,4.0,3.0
37,1,10,4,438,3,30720,5.0,14,0,17.0,3,14,11,7,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2,3,1.0,3.0,1.0
45,0,8,1,439,2,33190,1.0,12,1,9.0,3,9,0,8,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,3,3,3.0,2.0,2.0
29,0,29,1,440,1,192020,1.0,12,0,3.0,5,3,0,2,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,3,3,3.0,4.0,3.0
35,0,1,3,441,3,136750,1.0,15,3,5.0,5,5,1,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,2,3,3.0,3.0,3.0
52,0,5,4,442,1,29110,2.0,17,2,26.0,3,9,7,8,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,3,3,4.0,4.0,2.0
58,1,9,2,443,4,59570,4.0,14,1,7.0,2,1,0,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,1,3,4.0,3.0,3.0
53,0,9,3,444,1,39200,6.0,16,1,22.0,3,17,15,2,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,3,3,3.0,3.0,4.0
30,0,3,4,445,1,64340,5.0,14,1,10.0,3,8,7,7,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,2,3,3.0,3.0,4.0
38,0,4,3,446,2,100480,1.0,23,1,6.0,2,5,1,3,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,3,4,3.0,4.0,3.0
35,0,1,2,447,2,109380,6.0,14,2,12.0,2,10,0,8,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,3,4.0,4.0,3.0
39,0,1,1,448,2,23400,0.0,11,1,9.0,2,8,0,7,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,2,3,1.0,3.0,3.0
40,1,2,4,449,1,65450,4.0,15,0,22.0,2,1,0,0,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,3,3,2.0,2.0,2.0
47,0,7,4,450,3,69310,1.0,11,0,20.0,3,19,2,7,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,3,3,3.0,3.0,4.0
36,0,28,1,451,2,48980,4.0,13,1,12.0,3,7,0,7,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,3,3,1.0,4.0,3.0
31,1,28,4,452,2,25930,0.0,21,0,4.0,2,3,1,2,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,3,4,3.0,1.0,3.0
33,0,15,3,453,4,194360,1.0,19,2,10.0,4,10,6,0,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,3,3,4.0,3.0,3.0
29,1,3,5,454,1,27230,6.0,11,1,3.0,2,0,0,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,2,3,4.0,1.0,3.0
33,0,2,2,455,2,34790,3.0,12,0,5.0,3,3,0,2,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,3,3,2.0,4.0,3.0
45,0,26,1,456,3,27940,3.0,19,1,8.0,2,5,0,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,4.0,4.0,3.0
50,0,10,1,457,1,52490,9.0,21,2,32.0,2,5,1,3,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2,4,4.0,4.0,2.0
33,0,1,3,458,2,21760,1.0,14,1,6.0,2,6,1,2,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,2,3,3.0,2.0,3.0
41,0,11,3,459,1,168720,2.0,15,1,21.0,2,18,0,11,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,3,3,1.0,3.0,4.0
27,0,20,4,460,2,34850,9.0,17,2,4.0,2,2,2,2,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,3,3,3.0,2.0,3.0
45,0,2,3,461,1,66440,1.0,12,0,9.0,3,9,0,8,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,4,3,4.0,1.0,3.0
47,0,18,4,462,2,55820,1.0,16,0,9.0,3,9,0,7,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,3,3,4.0,4.0,3.0
30,1,2,3,463,2,40000,4.0,12,0,7.0,5,5,0,1,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2,3,1.0,3.0,3.0
50,0,1,3,464,2,134960,3.0,18,1,22.0,3,12,1,5,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,3,3,4.0,3.0,3.0
38,0,13,3,465,1,32100,0.0,17,2,3.0,5,2,0,2,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,2,3,3.0,3.0,2.0
46,0,28,3,466,3,190450,6.0,11,3,13.0,2,8,0,7,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,3,3,4.0,3.0,3.0
24,0,28,3,467,1,118490,1.0,16,1,5.0,3,4,3,2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,4.0,3.0,3.0
35,1,24,3,468,3,20700,1.0,13,3,5.0,1,4,0,2,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,2,3,3.0,2.0,1.0
31,0,5,2,469,2,65020,1.0,12,0,4.0,3,4,0,3,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,3,3,3.0,1.0,3.0
18,0,5,4,470,2,32300,1.0,12,1,0.0,3,0,0,0,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,3,3,2.0,4.0,3.0
54,0,23,3,471,1,136030,8.0,13,1,22.0,2,10,0,8,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,3,3,3.0,3.0,3.0
35,0,6,4,472,1,119960,1.0,19,2,16.0,3,16,10,1,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,3,3,3.0,3.0,2.0
30,0,4,3,473,5,56050,0.0,12,1,9.0,0,8,1,7,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,3,2.0,1.0,2.0
20,1,2,2,474,2,63970,1.0,17,1,1.0,3,1,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,3,3,4.0,1.0,3.0
30,1,8,4,475,1,191440,0.0,11,0,4.0,3,3,1,2,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,3,3,2.0,2.0,3.0
26,0,1,3,476,2,175840,1.0,20,0,8.0,2,8,1,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,3,4,4.0,4.0,3.0
22,0,8,3,477,2,49070,2.6948303347756775,21,1,4.0,2,4,1,1,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,3,4,2.0,1.0,2.0
48,0,2,4,478,2,45540,2.0,11,2,19.0,3,2,2,2,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,3,3,1.0,3.0,3.0
48,0,3,3,479,1,54150,7.0,11,1,27.0,1,15,4,8,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,3,3,3.0,3.0,3.0
41,0,2,3,480,2,47410,6.0,16,0,8.0,3,2,2,1,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,3,3,4.0,3.0,3.0
39,0,2,3,481,3,21150,1.0,18,0,21.0,3,21,11,8,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,4,3,4.0,4.0,3.0
27,0,3,3,482,2,31610,0.0,13,2,4.0,0,3,2,2,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,3,3,1.0,4.0,3.0
35,0,24,3,483,5,57450,1.0,17,3,3.0,4,3,1,2,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,3,3,2.0,4.0,2.0
42,0,23,4,484,1,23730,6.0,14,1,21.0,3,1,0,0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,4,3,4.0,3.0,2.7614364135407135
50,0,27,3,485,2,33100,4.0,22,1,8.0,3,1,0,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,4,4,1.0,4.0,3.0
59,0,16,4,486,5,186650,3.0,12,0,30.0,3,5,4,3,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,2,3,3.0,4.0,3.0
37,1,15,3,487,2,44850,5.0,11,1,15.0,2,1,0,0,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,4,3,1.0,2.0,1.0
55,0,26,2,488,2,27890,3.0,13,1,17.0,2,8,6,7,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2,3,3.0,2.0,3.0
41,0,19,1,489,2,58280,1.0,13,0,21.0,0,21,5,10,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,3,3,2.0,3.0,3.0
38,0,24,2,490,1,23260,8.0,14,0,19.0,3,1,0,0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,4,3,2.7236031927023947,4.0,3.0
26,1,21,1,491,1,135250,8.0,17,1,7.0,4,2,2,2,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2,3,2.0,1.0,3.0
52,1,5,4,492,4,14200,1.0,13,1,33.0,2,32,6,9,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,4,3,1.0,4.0,3.0
44,0,16,3,493,1,80200,3.0,11,1,23.0,2,12,11,11,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,3,4.0,4.0,3.0
50,0,2,2,494,1,36880,0.0,11,0,19.0,3,18,0,13,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,2,3,4.0,3.0,3.0
36,1,2,4,495,4,54820,1.0,18,0,18.0,3,17,15,14,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,3,3,3.0,1.0,3.0
39,0,11,3,496,1,160150,1.0,11,0,21.0,3,21,2,8,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,4,3,4.0,1.0,3.0
33,0,9,2,497,5,12000,0.0,11,1,3.0,3,2,2,2,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,3,3,2.0,4.0,2.0
45,0,7,2,498,1,56610,3.0,12,0,26.0,2,9,1,1,False,True,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,2,3,4.0,4.0,4.0
32,0,15,3,499,2,69290,9.0,20,0,10.0,6,8,7,7,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,1,4,4.0,3.0,3.0
34,0,6,4,500,2,96130,0.0,12,1,16.0,5,15,0,9,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,2,3,2.0,4.0,2.0
59,0,5,3,501,2,56740,3.0,12,0,14.0,6,6,0,4,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,3,3,2.0,4.0,1.0
45,0,16,1,502,2,54840,1.0,20,3,6.0,6,6,0,4,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,3,4,2.0,2.0,3.0
53,0,8,2,503,2,120610,2.0,20,1,30.0,2,15,6,12,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,4,4,3.0,2.0,3.0
36,1,7,2,504,1,56600,7.0,12,0,9.0,3,1,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3,3,1.0,3.0,2.0
26,1,2,3,505,2,48210,6.0,14,2,6.0,2,3,1,2,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,3,3,1.0,1.0,3.0
34,0,2,2,506,1,64100,1.0,13,1,1.0,5,1,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,2,3,3.0,3.0,3.0
28,0,10,3,507,2,52100,1.0,15,0,1.0,1,1,0,0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,4,3,4.0,2.0,3.0
38,0,9,4,508,2,26950,3.0,14,1,8.0,4,2,2,2,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,1,3,3.0,3.0,3.0
50,0,5,4,509,1,118780,2.0,13,1,29.0,2,8,7,7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,3,3,2.0,3.0,2.0
37,0,1,3,510,1,170680,3.0,23,0,8.0,6,4,0,1,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,3,4,4.0,2.0,2.0
40,0,2,3,511,5,24550,1.0,15,1,8.0,2,7,7,5,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,3,3,3.0,1.0,2.0
26,0,3,3,512,2,139640,1.0,11,2,5.0,1,5,1,3,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,2,3,1.0,3.0,3.0
46,0,2,1,513,3,49410,9.0,13,2,23.0,2,2,2,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,2,3,4.0,4.0,3.0
54,0,5,3,514,2,24780,6.0,11,0,13.0,0,9,7,0,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,3,3,3.0,3.0,3.0
56,0,1,2,515,2,52280,2.0,11,0,18.0,4,5,0,3,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3,3,1.0,3.0,3.0
36,0,4,2,516,2,44780,0.0,18,1,15.0,3,14,7,8,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,3,3,4.0,4.0,2.0
55,0,2,3,517,2,75470,7.0,16,0,31.0,2,9,6,2,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,2,3,3.0,1.0,4.0
43,0,25,2,518,3,50550,5.0,22,0,18.0,2,1,0,0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2,4,3.0,4.0,3.0
20,1,8,3,519,3,34640,1.0,20,0,2.0,3,2,0,2,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,2,4,4.0,4.0,3.0
21,1,1,4,520,1,57750,1.0,18,0,1.0,2,1,1,0,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,3,3,3.0,1.0,2.0
46,0,12,3,521,3,89430,8.0,12,1,19.0,6,16,1,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,4.0,1.0,3.0
51,1,23,3,522,2,192720,9.0,20,0,18.0,2,10,2,7,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3,4,1.0,3.0,4.0
28,1,19,4,523,4,52380,1.0,17,1,10.0,4,10,1,9,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2,3,2.0,1.0,2.0
26,0,5,4,524,2,46820,1.0,11,1,6.0,3,5,1,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,1,3,1.0,1.0,3.0
30,0,8,3,525,1,183000,0.0,14,0,7.0,6,6,0,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,3,3,3.0,1.0,2.0
41,0,1,4,526,1,52570,1.0,14,0,10.0,2,10,0,8,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,4,3,2.0,3.0,3.0
38,0,5,3,527,1,63490,0.0,11,0,20.0,3,19,1,9,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,3,3,3.0,3.0,2.0
40,0,1,4,528,1,48690,4.0,12,0,14.0,2,11,11,1,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,3,3,1.0,4.0,3.0
27,0,11,3,529,2,99850,1.0,14,1,3.0,3,3,1,2,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,2,3,1.0,3.0,3.0
55,0,23,5,530,3,36970,3.0,13,1,23.0,1,3,1,2,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,3,3,4.0,2.0,3.0
28,0,1,3,531,2,74570,3.0,11,2,10.0,1,8,1,7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,4,3,3.0,3.0,4.0
44,1,18,4,532,2,21190,9.0,15,0,24.0,3,20,3,6,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,3,3,2.0,1.0,3.0
33,0,23,4,533,4,39830,4.0,12,0,9.0,3,3,1,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,3,4.0,4.0,3.0
35,1,7,4,534,3,61180,0.0,21,1,9.0,3,8,4,7,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,2,4,4.0,1.0,3.0
33,1,1,2,535,1,62140,1.0,19,2,14.0,3,13,3,8,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3,3,1.0,3.0,3.0
28,0,1,1,536,2,63470,1.0,15,1,4.0,2,4,2,2,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,3,3,1.0,3.0,2.0
34,0,29,4,537,1,115100,0.0,14,1,7.0,5,6,0,4,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,3,3,1.0,4.0,2.0
37,0,7,4,538,4,71430,2.0,21,0,8.0,6,1,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,2,4,4.0,4.0,3.0
25,1,25,4,539,2,82680,1.0,12,0,7.0,3,7,5,6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,3,4.0,4.0,4.0
26,1,8,2,540,2,80950,1.0,15,0,1.0,3,1,0,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,4,3,1.0,3.0,2.0
33,1,8,2,541,4,29040,4.0,13,0,5.0,2,2,2,2,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,3,3,1.0,2.0,3.0
42,0,11,1,542,4,60320,0.0,14,0,23.0,2,22,13,7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,2,3,4.0,1.0,3.0
28,1,7,3,543,2,29760,1.0,14,0,1.0,3,1,0,0,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,3,3,1.0,2.0,3.0
50,1,1,4,544,2,159920,3.0,14,0,5.0,3,0,0,0,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,3,3,4.0,3.0,3.0
33,0,9,3,545,2,46490,0.0,12,0,4.0,2,3,0,2,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,2,3,4.0,2.0,3.0
34,0,1,1,546,2,26960,3.0,23,0,6.0,3,0,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,3,4,3.0,4.0,3.0
48,0,2,1,547,2,23700,2.0,11,0,27.0,3,5,2,1,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,3,3,1.0,4.0,2.0
45,0,1,3,548,2,125040,1.0,12,1,15.0,2,15,4,12,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,3,3,2.0,3.0,3.0
52,0,1,3,549,1,59740,7.0,18,1,18.0,6,8,4,0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,3,3,2.0,2.0,3.0
38,0,6,2,550,1,47360,0.0,11,1,9.0,3,8,2,7,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,2,3,3.0,3.0,3.0
29,0,8,3,551,4,52960,4.0,14,0,11.0,3,7,1,7,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,4,3,3.0,4.0,3.0
28,0,1,3,552,4,67810,0.0,15,1,10.0,2,9,1,7,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,3,4.0,2.0,2.0
46,0,6,4,553,3,21740,3.0,11,1,23.0,3,12,4,9,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,3,3,1.0,3.0,3.0
38,0,7,4,554,1,66530,7.0,20,1,10.0,2,1,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,3,4,4.0,2.0,3.0
43,0,5,3,555,2,96990,8.0,19,1,18.0,3,8,0,1,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,3,3,3.0,1.0,3.0
39,1,1,3,556,2,67550,7.0,14,1,21.0,2,18,11,5,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,3,1.0,4.0,3.0
40,0,1,1,557,1,22130,1.0,17,0,21.0,4,20,4,9,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,3,3.0,3.0,4.0
21,0,1,4,558,1,26100,1.0,11,1,2.0,3,2,2,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2,3,4.0,2.0,4.0
39,0,6,3,559,1,28510,9.0,15,0,9.0,2,5,0,3,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,3,3,3.0,2.0,2.0
36,0,1,3,560,3,34520,2.0,13,3,18.0,4,11,0,9,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,4,3,1.0,4.0,3.0
31,0,7,3,561,1,52580,0.0,14,3,3.0,5,2,2,2,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,3,3,3.0,4.0,3.0
28,0,2,4,562,1,93550,0.0,11,0,6.0,4,5,0,4,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,3,3,1.0,2.0,1.0
35,0,9,2,563,1,104960,1.0,13,1,5.0,2,5,0,2,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,3,3,4.0,4.0,3.0
49,0,2,2,564,1,63800,6.0,23,1,22.0,1,9,2,3,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,2,4,4.0,2.0,3.0
34,0,9,1,565,2,26570,2.0,13,1,5.0,3,3,0,2,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,2,3,4.0,3.0,2.0
29,0,1,4,566,3,27160,0.0,18,0,8.0,2,7,1,1,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,1,3,4.0,2.0,2.0
42,0,21,2,567,1,22010,4.0,12,1,16.0,3,1,0,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4,3,2.0,4.0,3.0
29,0,4,2,568,2,65400,1.0,22,0,10.0,2,10,1,2,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1,4,2.0,4.0,2.0
38,0,1,3,569,1,38160,1.0,13,2,7.0,2,7,5,0,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2,3,3.0,3.0,4.0
28,0,6,4,570,1,52530,1.0,15,0,3.0,2,3,0,2,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,3,3,3.0,3.0,3.0
18,1,2,4,571,3,109650,1.0,18,0,0.0,5,0,0,0,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,4,3,3.0,3.0,3.0
33,1,3,2,572,1,49360,0.0,14,0,6.0,2,5,0,3,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,2,3,1.0,1.0,3.0
41,0,4,2,573,2,25430,3.0,12,0,6.0,3,1,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,3,3,2.0,4.0,3.0
31,1,10,3,574,1,53040,1.0,17,0,2.0,3,2,2,2,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,4,3,3.0,3.0,2.0
37,0,23,3,575,3,166590,7.0,16,1,11.279936378095888,2,6,1,3,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,3,3,3.0,4.0,3.0
27,0,6,2,576,1,42600,1.0,11,2,4.0,2,4,2,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,3,3,4.0,3.0,3.0
34,0,1,1,577,2,24760,1.0,19,0,6.0,2,6,1,3,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3,3,2.0,3.0,2.0
35,0,6,3,578,3,31020,1.0,13,1,6.0,3,5,1,4,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2,3,3.0,3.0,1.0
